$1;1761184114458687300;public java.lang.String org.apache.roller.weblogger.config.runtime.PropertyDef.getType();<no-session-id>;3367988833831354482;1761184114458686700;1761184114458687000;4180L-212561-W;1383;12
$1;1761184114458711800;public java.lang.String org.apache.roller.weblogger.config.runtime.PropertyDef.getType();<no-session-id>;3367988833831354482;1761184114458711200;1761184114458711500;4180L-212561-W;1384;12
$1;1761184114458742900;public java.util.Map org.apache.roller.weblogger.ui.struts2.admin.GlobalConfig.getProperties();<no-session-id>;3367988833831354482;1761184114458742400;1761184114458742600;4180L-212561-W;1385;12
$1;1761184114458751000;public java.lang.String org.apache.roller.weblogger.config.runtime.PropertyDef.getName();<no-session-id>;3367988833831354482;1761184114458750400;1761184114458750700;4180L-212561-W;1386;12
$1;1761184114458760700;public java.lang.String org.apache.roller.weblogger.pojos.RuntimeConfigProperty.getValue();<no-session-id>;3367988833831354482;1761184114458760000;1761184114458760500;4180L-212561-W;1387;12
$1;1761184114458782800;public java.lang.String org.apache.roller.weblogger.config.runtime.PropertyDef.getName();<no-session-id>;3367988833831354482;1761184114458781600;1761184114458782200;4180L-212561-W;1388;12
$1;1761184114462040400;public org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.GuiceWebloggerProvider.getWeblogger();<no-session-id>;3367988833831354482;1761184114462038600;1761184114462039400;4180L-212561-W;1390;13
$1;1761184114462042500;public static org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger();<no-session-id>;3367988833831354482;1761184114462036100;1761184114462042400;4180L-212561-W;1389;12
$1;1761184114462051100;public java.lang.String org.apache.roller.weblogger.business.WebloggerImpl.getVersion();<no-session-id>;3367988833831354482;1761184114462050300;1761184114462051000;4180L-212561-W;1391;12
$1;1761184114462056200;public org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.GuiceWebloggerProvider.getWeblogger();<no-session-id>;3367988833831354482;1761184114462056000;1761184114462056100;4180L-212561-W;1393;13
$1;1761184114462056400;public static org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger();<no-session-id>;3367988833831354482;1761184114462055600;1761184114462056400;4180L-212561-W;1392;12
$1;1761184114462059800;public java.lang.String org.apache.roller.weblogger.business.WebloggerImpl.getRevision();<no-session-id>;3367988833831354482;1761184114462059500;1761184114462059700;4180L-212561-W;1394;12
$1;1761184114462585400;public void org.apache.roller.weblogger.ui.core.filters.CharEncodingFilter.doFilter(javax.servlet.ServletRequest, javax.servlet.ServletResponse, javax.servlet.FilterChain);<no-session-id>;3367988833831354482;1761184114302352500;1761184114462584400;4180L-212561-W;818;11
$1;1761184114462789500;public java.lang.String org.apache.roller.weblogger.ui.struts2.util.UIActionPrepareInterceptor.doIntercept(com.opensymphony.xwork2.ActionInvocation);<no-session-id>;3367988833831354482;1761184114272643300;1761184114462789000;4180L-212561-W;177;10
$1;1761184114462792000;public java.lang.String org.apache.roller.weblogger.ui.struts2.util.UISecurityInterceptor.doIntercept(com.opensymphony.xwork2.ActionInvocation);<no-session-id>;3367988833831354482;1761184114271170700;1761184114462791800;4180L-212561-W;101;9
$1;1761184114462793100;public java.lang.String org.apache.roller.weblogger.ui.struts2.util.UIActionInterceptor.doIntercept(com.opensymphony.xwork2.ActionInvocation);<no-session-id>;3367988833831354482;1761184114270926100;1761184114462793100;4180L-212561-W;23;8
$1;1761184114462815100;public void org.apache.roller.weblogger.ui.rendering.filters.RequestMappingFilter.doFilter(javax.servlet.ServletRequest, javax.servlet.ServletResponse, javax.servlet.FilterChain);<no-session-id>;3367988833831354482;1761184114267667000;1761184114462815000;4180L-212561-W;16;7
$1;1761184114462815900;public void org.apache.roller.weblogger.ui.core.filters.ValidateSaltFilter.doFilter(javax.servlet.ServletRequest, javax.servlet.ServletResponse, javax.servlet.FilterChain);<no-session-id>;3367988833831354482;1761184114267661400;1761184114462815800;4180L-212561-W;15;6
$1;1761184114462816700;public void org.apache.roller.weblogger.ui.core.filters.LoadSaltFilter.doFilter(javax.servlet.ServletRequest, javax.servlet.ServletResponse, javax.servlet.FilterChain);<no-session-id>;3367988833831354482;1761184114267573500;1761184114462816600;4180L-212561-W;7;5
$1;1761184114462817500;public void org.apache.roller.weblogger.ui.core.filters.InitFilter.doFilter(javax.servlet.ServletRequest, javax.servlet.ServletResponse, javax.servlet.FilterChain);<no-session-id>;3367988833831354482;1761184114267570100;1761184114462817400;4180L-212561-W;6;4
$1;1761184114462827500;public static boolean org.apache.roller.weblogger.business.WebloggerFactory.isBootstrapped();<no-session-id>;3367988833831354482;1761184114462826200;1761184114462827400;4180L-212561-W;1395;4
$1;1761184114462833900;public org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.GuiceWebloggerProvider.getWeblogger();<no-session-id>;3367988833831354482;1761184114462833300;1761184114462833800;4180L-212561-W;1397;5
$1;1761184114462834300;public static org.apache.roller.weblogger.business.Weblogger org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger();<no-session-id>;3367988833831354482;1761184114462831600;1761184114462834200;4180L-212561-W;1396;4
$1;1761184114462846100;public void org.apache.roller.weblogger.business.jpa.JPAAutoPingManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462845400;1761184114462846000;4180L-212561-W;1400;6
$1;1761184114462849900;public void org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462849400;1761184114462849800;4180L-212561-W;1401;6
$1;1761184114462853600;public void org.apache.roller.weblogger.business.jpa.JPAMediaFileManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462853200;1761184114462853500;4180L-212561-W;1402;6
$1;1761184114462856500;public void org.apache.roller.weblogger.business.FileContentManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462856200;1761184114462856500;4180L-212561-W;1403;6
$1;1761184114462859600;public void org.apache.roller.weblogger.business.jpa.JPAPingTargetManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462859300;1761184114462859600;4180L-212561-W;1404;6
$1;1761184114462862800;public void org.apache.roller.weblogger.business.jpa.JPAPingQueueManagerImpl.release();<no-session-id>;3367988833831354482;1761184114462862400;1761184114462862700;4180L-212561-W;1405;6
